game_id,home,rest_home,rest_away,prev_margin_home,prev_margin_away,elo_home,elo_away,elo_diff,wind_mph,temp_f,precip_mm
2018_04_SEA_ARI,1,7,7,-2,11,1469.3431816582256,1492.3032011622224,42.03998049600318,NA,NA,NA
2018_04_SF_LAC,1,7,7,-12,-11,1492.4810218779444,1492.399057365938,65.08196451200638,NA,NA,NA
2018_04_TB_CHI,1,7,6,2,-3,1511.306391408207,1507.5013473832319,68.80504402497513,NA,NA,NA
2018_04_KC_DEN,1,8,8,-13,11,1507.1628008088558,1531.196982844943,40.96581796391274,NA,NA,NA
2018_05_IND_NE,1,4,4,31,-3,1500.5518733738218,1480.064957592956,85.48691578086573,NA,NA,NA
2018_05_ARI_SF,1,7,7,-2,-3,1484.250660324253,1458.139044691681,91.11161563257201,NA,NA,NA
2018_05_ATL_PIT,1,7,7,-12,-1,1500.4439511209287,1477.2802072577708,88.16374386315783,NA,NA,NA
2018_05_BAL_CLE,1,7,7,-3,12,1480.131638347679,1520.6437488944066,24.487889453272373,NA,NA,NA
2018_05_DAL_HOU,1,7,7,3,2,1484.168287750667,1499.3747163489945,49.79357140167258,NA,NA,NA
2018_05_DEN_NYJ,1,7,6,-19,-4,1483.4868680431196,1495.9891436971536,52.497724345965935,NA,NA,NA
2018_05_GB_DET,1,7,7,-2,22,1480.732721907348,1496.5140952873908,49.21862661995715,NA,NA,NA
2018_05_JAX_KC,1,6,7,4,19,1542.3706399566452,1515.2027843519022,92.16785560474295,NA,NA,NA
2018_05_LA_SEA,1,7,10,3,7,1503.507338128767,1534.575680205928,33.93165792283912,NA,NA,NA
2018_05_MIA_CIN,1,7,7,1,-31,1522.3873637361328,1518.0197378800237,69.36762585610904,NA,NA,NA
2018_05_MIN_PHI,1,7,10,-3,-7,1500.2322984818663,1499.460258049518,65.77204043234838,NA,NA,NA
2018_05_NYG_CAR,1,14,7,10,-15,1508.2652435575835,1480.6566905934933,92.60855296409022,NA,NA,NA
2018_05_OAK_LAC,1,7,7,2,3,1500.6294189196294,1482.04856677319,83.58085214643938,NA,NA,NA
2018_05_TEN_BUF,1,7,7,-22,3,1484.5546654876334,1520.4322384223788,29.12242706525467,NA,NA,NA
2018_05_WAS_NO,1,8,15,15,14,1519.660938290352,1507.4164837353471,77.24445455500495,NA,NA,NA
2018_06_PHI_NYG,1,4,4,-2,-2,1473.2607967394258,1488.361521573517,49.899275165908875,NA,NA,NA
2018_06_ARI_MIN,1,7,7,2,10,1511.3310349578674,1470.702942427718,105.62809253014939,NA,NA,NA
2018_06_BAL_TEN,1,7,7,-1,-3,1511.268491671674,1511.347402219082,64.92108945259201,NA,NA,NA
2018_06_BUF_HOU,1,7,7,3,1,1492.744846016495,1493.7184122383383,64.02643377815684,NA,NA,NA
2018_06_CAR_WAS,1,6,7,-24,2,1499.6038361645767,1515.661137411651,48.94269875292571,NA,NA,NA
2018_06_CHI_MIA,1,7,14,-10,38,1509.9901856057497,1519.3515123461966,55.638673259553116,NA,NA,NA
2018_06_IND_NYJ,1,7,10,18,-14,1491.9872574723317,1472.4769884390064,84.51026903332536,NA,NA,NA
2018_06_JAX_DAL,1,7,7,-3,-16,1490.7981580831665,1507.795062476071,48.003095607095474,NA,NA,NA
2018_06_KC_NE,1,10,7,14,16,1508.1398425277714,1549.7783618324763,23.361480695295086,NA,NA,NA
2018_06_LAC_CLE,1,7,7,3,16,1489.4279850230037,1508.269125188098,46.15885983490557,NA,NA,NA
2018_06_LA_DEN,1,7,7,-18,2,1487.4887542679414,1545.5492185605383,6.939535707403138,NA,NA,NA
2018_06_PIT_CIN,1,7,7,10,24,1530.4169160104068,1507.9594934106876,87.45742259971917,NA,NA,NA
2018_06_SEA_OAK,1,7,7,-16,-2,1474.4088605047214,1492.5337997741567,46.875060730564655,NA,NA,NA
2018_06_TB_ATL,1,7,14,-24,-38,1469.7646649680119,1499.4562264452422,35.30843852276962,NA,NA,NA
2018_06_SF_GB,1,8,8,-8,-10,1487.9213202735953,1471.686762588216,81.23455768537929,NA,NA,NA
2018_07_DEN_ARI,1,4,4,-10,-3,1463.6528329015173,1477.289044931465,51.36378797005227,NA,NA,NA
2018_07_BUF_IND,1,7,7,-8,-7,1464.8625266577023,1485.54065973627,44.321866921432274,NA,NA,NA
2018_07_CAR_PHI,1,10,7,21,-6,1499.7879439327414,1507.0605769578663,57.72736697487517,NA,NA,NA
2018_07_CIN_KC,1,7,7,-3,-7,1540.4497477826153,1517.9515426249006,87.49820515771466,NA,NA,NA
2018_07_CLE_TB,1,7,7,-5,-24,1490.469000814039,1478.1071881019195,77.36181271211944,NA,NA,NA
2018_07_DAL_WAS,1,7,7,6,33,1508.2043966183614,1499.4252428260706,73.7791537922908,NA,NA,NA
2018_07_DET_MIA,1,7,14,3,8,1518.4023263303768,1489.3254969211434,94.07682940923337,NA,NA,NA
2018_07_HOU_JAX,1,7,7,-33,7,1499.167977733167,1500.9225985185633,63.245379214603645,NA,NA,NA
2018_07_LA_SF,1,6,7,-3,3,1463.9831858879124,1555.7489278970147,-26.76574200910227,NA,NA,NA
2018_07_MIN_NYJ,1,7,7,8,10,1499.6017192536358,1518.381144484068,46.22057476956775,NA,NA,NA
2018_07_NE_CHI,1,7,7,-3,3,1510.9393716215695,1517.4684565776324,58.47091504393711,NA,NA,NA
2018_07_NO_BAL,1,7,13,21,24,1523.1945331865777,1527.4735858611225,60.7209473254552,NA,NA,NA
2018_07_TEN_LAC,1,7,7,24,-21,1519.5899221091822,1499.4213607041781,85.16856140500408,NA,NA,NA
2018_07_NYG_ATL,1,8,11,5,-21,1478.7518905992151,1461.8343743802013,81.9175162190138,NA,NA,NA
2018_08_MIA_HOU,1,4,4,13,-11,1512.7231030748912,1505.7588691646588,71.96423391023245,NA,NA,NA
2018_08_BAL_CAR,1,7,7,4,-1,1518.7069813404,1511.4644230025874,72.24255833781262,NA,NA,NA
2018_08_CLE_PIT,1,14,7,7,-3,1520.4248667961938,1470.297756519621,115.1271102765727,NA,NA,NA
2018_08_DEN_KC,1,7,10,35,35,1547.9832719579747,1488.7567366392907,124.226535318684,NA,NA,NA
2018_08_GB_LA,1,7,13,29,3,1564.9800683365033,1495.6248969738988,134.35517136260455,NA,NA,NA
2018_08_IND_OAK,1,14,7,-24,32,1463.0678148173283,1473.5937160925293,54.47409872479898,NA,NA,NA
2018_08_NO_MIN,1,7,7,20,1,1529.7036866751855,1539.2036960451128,55.499990630072716,NA,NA,NA
2018_08_NYJ_CHI,1,7,7,-7,-20,1499.272153677235,1488.2791770625183,75.99297661471678,NA,NA,NA
2018_08_PHI_JAX,1,7,7,-13,-4,1487.367473176839,1488.1415395502077,64.22593362663133,NA,NA,NA
2018_08_SEA_DET,1,7,14,11,24,1501.9689540868615,1503.8748454615497,63.09410862531172,NA,NA,NA
2018_08_SF_ARI,1,10,7,-35,-29,1452.1851411936916,1454.7520454484238,62.43309574526779,NA,NA,NA
2018_08_TB_CIN,1,7,7,-35,3,1510.4180184495413,1498.2784323963374,77.13958605320386,NA,NA,NA
2018_08_WAS_NYG,1,6,7,-3,3,1454.1494097506015,1516.1122159975434,3.037193753058091,NA,NA,NA
2018_08_NE_BUF,1,8,8,-32,7,1476.809470301443,1529.1356745219668,12.673795779476222,NA,NA,NA
2018_09_OAK_SF,1,4,4,-3,-14,1446.5299190391538,1451.5126468512494,60.01727218790438,NA,NA,NA
2018_09_ATL_WAS,1,7,13,7,3,1526.199631234106,1486.436855228815,104.76277600529102,NA,NA,NA
2018_09_CHI_BUF,1,6,7,-19,14,1466.4448508490007,1507.119125172444,24.325725676556658,NA,NA,NA
2018_09_DET_MIN,1,7,7,-10,-14,1518.1197186129073,1490.1726626320674,92.94705598083988,NA,NA,NA
2018_09_GB_NE,1,6,7,19,-2,1539.5002939744093,1489.31006095693,115.19023301747916,NA,NA,NA
2018_09_HOU_DEN,1,7,10,-7,19,1482.1873024031422,1520.6809276892598,26.50637471388245,NA,NA,NA
2018_09_KC_CLE,1,7,7,-15,7,1463.4952012792905,1554.5527061941232,-26.057504914832634,NA,NA,NA
2018_09_LAC_SEA,1,7,14,14,1,1515.6711369163438,1527.1865230518702,53.48461386447366,NA,NA,NA
2018_09_LA_NO,1,7,7,10,2,1550.787664107391,1571.294904353472,44.49275975391902,NA,NA,NA
2018_09_NYJ_MIA,1,10,7,-19,-14,1497.8010445502903,1480.4322055673094,82.36883898298083,NA,NA,NA
2018_09_PIT_BAL,1,7,7,-15,15,1503.5142738621712,1527.2274220365243,41.28685182564686,NA,NA,NA
2018_09_TB_CAR,1,7,7,15,-3,1526.6571304808162,1490.462910691451,101.1942197893652,NA,NA,NA
2018_09_TEN_DAL,1,15,15,-3,-1,1491.5174234468886,1491.8247597614902,64.69266368539843,NA,NA,NA
2018_10_CAR_PIT,1,4,4,7,14,1538.410190975125,1533.8241859702266,69.58600500489842,NA,NA,NA
2018_10_ARI_KC,1,7,14,16,3,1563.804113981077,1460.4072676029616,168.39684637811547,NA,NA,NA
2018_10_ATL_CLE,1,7,7,-16,24,1454.2437934923366,1499.3639904872227,19.8798030051139,NA,NA,NA
2018_10_BUF_NYJ,1,7,7,-7,-32,1472.759531157491,1455.7458420153662,82.0136891421248,NA,NA,NA
2018_10_DAL_PHI,1,14,6,6,-14,1499.9693378636593,1479.676643552786,85.29269431087346,NA,NA,NA
2018_10_DET_CHI,1,7,7,32,-15,1517.8181340060785,1482.7858486694388,100.03228533663969,NA,NA,NA
2018_10_JAX_IND,1,14,14,14,-6,1485.1488840586082,1475.5396748633873,74.60920919522096,NA,NA,NA
2018_10_LAC_OAK,1,10,7,-31,8,1443.2231030178805,1538.713887909489,-30.490784891608428,NA,NA,NA
2018_10_MIA_GB,1,7,7,-14,7,1482.5091366951413,1505.4737189601087,42.035417735032524,NA,NA,NA
2018_10_NE_TEN,1,6,7,14,14,1503.665539655593,1546.301218236198,22.364321419394855,NA,NA,NA
2018_10_NO_CIN,1,14,7,3,10,1518.2335401544276,1559.514014338547,23.719525815880615,NA,NA,NA
2018_10_SEA_LA,1,7,7,-10,-8,1562.568554122316,1504.143772058725,123.42478206359101,NA,NA,NA
2018_10_WAS_TB,1,7,7,-14,-24,1483.2958552020407,1513.2724959756981,35.02335922634256,NA,NA,NA
2018_10_NYG_SF,1,11,15,31,-7,1454.8194628725228,1444.061994514039,75.75746835848372,NA,NA,NA
2018_11_GB_SEA,1,4,4,-5,19,1497.5539612148998,1491.305129151451,71.24883206344884,NA,NA,NA
2018_11_CAR_DET,1,7,10,-12,-31,1475.5880049692846,1525.800674360971,14.787330608313596,NA,NA,NA
2018_11_CIN_BAL,1,14,7,-7,-37,1492.3315049235705,1507.5518960030854,49.77960892048509,NA,NA,NA
2018_11_DAL_ATL,1,7,7,-12,7,1489.9355535875816,1492.0834087746628,62.85214481291882,NA,NA,NA
2018_11_DEN_LAC,1,7,14,14,-2,1547.8385386581263,1471.4258643279627,141.41267433016355,NA,NA,NA
2018_11_HOU_WAS,1,7,14,13,2,1524.2771485918095,1531.4423657644393,57.83478282737019,NA,NA,NA
2018_11_MIN_CHI,1,7,14,12,15,1525.0159777062327,1525.5065325755359,64.5094451306968,NA,NA,NA
2018_11_OAK_ARI,1,7,7,-12,-14,1454.9071464349897,1434.0984522692431,85.8086941657466,NA,NA,NA
2018_11_PHI_NO,1,7,7,37,-7,1570.1956584898892,1487.5625726417825,147.6330858481067,NA,NA,NA
2018_11_PIT_JAX,1,7,10,-3,31,1467.6546891846565,1546.4337025843806,-13.779013399724136,NA,NA,NA
2018_11_TB_NYG,1,6,7,4,-13,1456.2085578220174,1472.2912025859293,48.91735523608804,NA,NA,NA
2018_11_TEN_IND,1,7,7,3,24,1493.033869737339,1513.0227303141653,45.011139423173745,NA,NA,NA
2018_11_KC_LA,1,8,8,5,12,1569.1583649661413,1569.304235149049,64.85412981709237,NA,NA,NA
2018_12_ATL_NO,1,4,4,41,-3,1576.1849686551982,1478.1460025394654,163.03896611573282,NA,NA,NA
2018_12_CHI_DET,1,4,4,1,5,1485.1626481907174,1533.180293070742,16.98235511997541,NA,NA,NA
2018_12_WAS_DAL,1,4,4,3,-2,1503.872959822779,1512.6277364901655,56.24522333261348,NA,NA,NA
2018_12_ARI_LAC,1,7,7,-1,-2,1533.9791576188811,1442.4863948388434,156.49276278003776,NA,NA,NA
2018_12_CLE_CIN,1,7,14,-3,12,1498.9749440051783,1463.6722303919778,100.30271361320047,NA,NA,NA
2018_12_GB_MIN,1,7,10,-5,-3,1517.3422172110265,1483.3275640839965,99.01465312702999,NA,NA,NA
2018_12_JAX_BUF,1,14,7,31,-4,1468.0634969449438,1458.0510732743387,75.01242367060513,NA,NA,NA
2018_12_MIA_IND,1,7,14,28,-19,1501.745544634421,1496.677726503799,70.06781813062207,NA,NA,NA
2018_12_NE_NYJ,1,14,14,-31,-24,1460.4418762279133,1536.9440275776258,-11.502151349712449,NA,NA,NA
2018_12_NYG_PHI,1,7,7,-41,3,1481.5732624764735,1464.809833442474,81.7634290339995,NA,NA,NA
2018_12_OAK_BAL,1,7,7,3,2,1500.9084569214776,1446.5192038653895,119.38925305608814,NA,NA,NA
2018_12_PIT_DEN,1,7,7,1,4,1485.2852453672078,1556.0373184946984,-5.752073127490576,NA,NA,NA
2018_12_SEA_CAR,1,7,10,-1,3,1516.2260311395382,1505.5315262823542,75.69450485718403,NA,NA,NA
2018_12_SF_TB,1,7,13,-3,-4,1463.6899269654728,1442.6728995645444,86.01702740092833,NA,NA,NA
2018_12_TEN_HOU,1,8,8,2,-28,1543.0917778660832,1504.3110554170833,103.780722449,NA,NA,NA
2018_13_NO_DAL,1,7,7,8,14,1512.2680875322512,1581.8089252489642,-4.540837716712986,NA,NA,NA
2018_13_ARI_GB,1,7,7,-7,-35,1476.1027083408535,1436.7088562283745,104.39385211247895,NA,NA,NA
2018_13_BAL_ATL,1,10,7,-14,17,1472.5220459456993,1507.60131541135,29.92073053434933,NA,NA,NA
2018_13_BUF_MIA,1,7,7,-3,3,1488.6675371885156,1475.9373990484064,77.73013814010915,NA,NA,NA
2018_13_CAR_TB,1,7,7,18,-3,1471.2635312629664,1504.0811966310564,32.18233463190995,NA,NA,NA
2018_13_CHI_NYG,1,7,10,-3,7,1457.1206710845968,1543.6686956453764,-21.548024560779595,NA,NA,NA
2018_13_CLE_HOU,1,6,7,17,15,1550.19050786699,1476.4815575071643,138.70895035982562,NA,NA,NA
2018_13_DEN_CIN,1,7,7,-15,7,1486.1656168899917,1495.4507882156583,55.714828674333376,NA,NA,NA
2018_13_IND_JAX,1,7,7,-3,3,1450.1771711708761,1509.7557339497046,5.421437221171573,NA,NA,NA
2018_13_KC_OAK,1,7,13,-17,-3,1439.8263453755171,1561.149504552881,-56.32315917736378,NA,NA,NA
2018_13_LAC_PIT,1,7,7,-7,35,1545.871775646248,1539.75669622935,71.11507941689797,NA,NA,NA
2018_13_LA_DET,1,10,13,-7,3,1474.674245616083,1577.3130955623094,-37.6388499462264,NA,NA,NA
2018_13_MIN_NE,1,7,7,14,7,1546.6130899431248,1524.5670729541696,87.04601698895522,NA,NA,NA
2018_13_NYJ_TEN,1,6,7,-17,-14,1497.2123254161766,1450.7728138624143,111.43951155376226,NA,NA,NA
2018_13_SF_SEA,1,7,7,3,-18,1517.676360790836,1435.0992952670508,147.57706552378522,NA,NA,NA
2018_13_WAS_PHI,1,8,11,3,-8,1489.2624248343507,1504.2326087806932,50.02981605365744,NA,NA,NA
2018_14_JAX_TEN,1,4,4,4,6,1504.1104880091332,1460.0211423278656,109.08934568126756,NA,NA,NA
2018_14_ATL_GB,1,7,7,-3,-10,1463.1852847760892,1461.6629807817103,66.52230399437894,NA,NA,NA
2018_14_BAL_KC,1,7,7,7,10,1569.542446942658,1518.460380575339,116.08206636731893,NA,NA,NA
2018_14_CAR_CLE,1,7,7,-16,-7,1470.2745120197208,1495.00483857943,40.26967344029072,NA,NA,NA
2018_14_CIN_LAC,1,7,7,3,-14,1551.7754386264803,1474.575621025024,142.1998176014563,NA,NA,NA
2018_14_DEN_SF,1,7,7,-27,14,1429.1086319835722,1507.040784080626,-12.932152097053859,NA,NA,NA
2018_14_DET_ARI,1,7,7,3,-14,1449.6262797931388,1465.753360563914,48.87291922922486,NA,NA,NA
2018_14_IND_HOU,1,7,7,16,-6,1556.3975533544335,1499.911762792715,121.48579056171843,NA,NA,NA
